"feature","subject","comparison","n_pre","n_post","W_statistic","p_raw","note","p_BY","label"
"lsf_4_std","Elvis","Pre vs Late Post",25,40,121,0.000000333088546012286,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000146009695220164,"secondary_exploratory"
"lsf_4_std","Michael and Prince","Pre vs Early Post",28,31,133,0.00000508099804985717,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000175706109696474,"secondary_exploratory"
"lsf_4_std","Michael and Prince","Pre vs Mid Post",28,34,330,0.0395812651127454,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.533283363723572,"secondary_exploratory"
"lsf_4_std","Michael and Prince","Pre vs Late Post",28,8,118,0.834229394943831,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_4_std","Paul and John","Pre vs Early Post",33,20,353,0.679708154348493,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_4_std","Paul and John","Pre vs Late Post",33,13,305,0.0281197404788263,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.399620296528799,"secondary_exploratory"
"lsf_4_std","Snoop and Dre","Pre vs Early Post",3,30,11,0.0359182765314784,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.494637905988676,"secondary_exploratory"
"lsf_4_std","Snoop and Dre","Pre vs Mid Post",3,16,5,0.0386059130707031,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.521270614346317,"secondary_exploratory"
"lsf_4_std","Snoop and Dre","Pre vs Late Post",3,85,35,0.0343872192464826,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.475658085895074,"secondary_exploratory"
"lsf_4_std","Tina and Aretha","Pre vs Early Post",29,5,46,0.206126746288661,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_4_std","Tina and Aretha","Pre vs Late Post",29,375,1868,0.00000000383676399277236,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000000236600349014781,"secondary_exploratory"
"lsf_8_std","Barry and Stevie","Pre vs Mid Post",14,5,4,0.00474651991992775,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0858869549164623,"secondary_exploratory"
"lsf_8_std","Barry and Stevie","Pre vs Late Post",14,29,248,0.24873085002889,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Cher and Adele","Pre vs Early Post",49,170,5147,0.012019190254946,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.189884418087182,"secondary_exploratory"
"lsf_8_std","Cher and Adele","Pre vs Mid Post",49,73,2666,0.00000464677967923681,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000162495904345578,"secondary_exploratory"
"lsf_8_std","Cher and Adele","Pre vs Late Post",49,304,6540,0.171001890264578,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Elvis","Pre vs Early Post",25,65,985,0.121278617597348,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Elvis","Pre vs Late Post",25,40,563,0.399368373186087,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Michael and Prince","Pre vs Early Post",28,31,313,0.0673816437282353,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.847318604320613,"secondary_exploratory"
"lsf_8_std","Michael and Prince","Pre vs Mid Post",28,34,400,0.285545389804041,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Michael and Prince","Pre vs Late Post",28,8,128,0.555331406559414,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Paul and John","Pre vs Early Post",33,20,601,0.000000692298897755096,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000279822903976415,"secondary_exploratory"
"lsf_8_std","Paul and John","Pre vs Late Post",33,13,389,0.0000218740191798064,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000670722523645736,"secondary_exploratory"
"lsf_8_std","Snoop and Dre","Pre vs Early Post",3,30,21,0.141121607625373,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Snoop and Dre","Pre vs Mid Post",3,16,3,0.0219073930103313,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.320857436506821,"secondary_exploratory"
"lsf_8_std","Snoop and Dre","Pre vs Late Post",3,85,46,0.0625240295201773,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.795881556045742,"secondary_exploratory"
"lsf_8_std","Tina and Aretha","Pre vs Early Post",29,5,63,0.661648658429044,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lsf_8_std","Tina and Aretha","Pre vs Late Post",29,375,8147,0.00000776569708150963,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000262707797223735,"secondary_exploratory"
"mfcc_11_mean","Barry and Stevie","Pre vs Mid Post",14,5,59,0.0295794036426404,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.415619607271237,"secondary_exploratory"
"mfcc_11_mean","Barry and Stevie","Pre vs Late Post",14,29,134,0.075812696755321,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.934460411637593,"secondary_exploratory"
"mfcc_11_mean","Cher and Adele","Pre vs Early Post",49,170,1718,0.000000000383994111620265,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000000027161405081063,"secondary_exploratory"
"mfcc_11_mean","Cher and Adele","Pre vs Mid Post",49,73,491,0.0000000000125629867004862,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00000000116715473794943,"secondary_exploratory"
"mfcc_11_mean","Cher and Adele","Pre vs Late Post",49,304,5471,0.00286736099837226,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0550868201238042,"secondary_exploratory"
"mfcc_11_mean","Elvis","Pre vs Early Post",25,65,128,0.000000000719758628170001,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000497799791439702,"secondary_exploratory"
"mfcc_11_mean","Elvis","Pre vs Late Post",25,40,371,0.0831501343849373,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_11_mean","Michael and Prince","Pre vs Early Post",28,31,578,0.0293876855944473,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.41479846009971,"secondary_exploratory"
"mfcc_11_mean","Michael and Prince","Pre vs Mid Post",28,34,650,0.0141217507296069,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.218020259818967,"secondary_exploratory"
"mfcc_11_mean","Michael and Prince","Pre vs Late Post",28,8,213,0.0001312385725618,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00346146412685166,"secondary_exploratory"
"mfcc_11_mean","Paul and John","Pre vs Early Post",33,20,288,0.446358516160616,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_11_mean","Paul and John","Pre vs Late Post",33,13,138,0.063728832475054,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.807913397637517,"secondary_exploratory"
"mfcc_11_mean","Snoop and Dre","Pre vs Early Post",3,30,59,0.397885985641902,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_11_mean","Snoop and Dre","Pre vs Mid Post",3,16,39,0.104985626545681,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_11_mean","Snoop and Dre","Pre vs Late Post",3,85,191,0.147432919509796,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_11_mean","Tina and Aretha","Pre vs Early Post",29,5,124,0.0131401120647064,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.204991811570506,"secondary_exploratory"
"mfcc_11_mean","Tina and Aretha","Pre vs Late Post",29,375,9949,0.0000000000000962343798873559,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000000115195960054932,"secondary_exploratory"
"mfcc_2_mean","Barry and Stevie","Pre vs Mid Post",14,5,5,0.00631100436884342,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.109950013114331,"secondary_exploratory"
"mfcc_2_mean","Barry and Stevie","Pre vs Late Post",14,29,87,0.00275568431409595,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0532701515690712,"secondary_exploratory"
"mfcc_2_mean","Cher and Adele","Pre vs Early Post",49,170,364,2.3549524194763e-22,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1.22154995166189e-19,"secondary_exploratory"
"mfcc_2_mean","Cher and Adele","Pre vs Mid Post",49,73,2325,0.00512197248107231,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.091615369364928,"secondary_exploratory"
"mfcc_2_mean","Cher and Adele","Pre vs Late Post",49,304,1271,1.19181071116452e-20,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",4.63657876239669e-18,"secondary_exploratory"
"mfcc_2_mean","Elvis","Pre vs Early Post",25,65,265,0.000000832693875650946,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000330138412124789,"secondary_exploratory"
"mfcc_2_mean","Elvis","Pre vs Late Post",25,40,339,0.0304504180473263,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.426894568576116,"secondary_exploratory"
"mfcc_2_mean","Michael and Prince","Pre vs Early Post",28,31,663,0.000523378114487117,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.012387114437835,"secondary_exploratory"
"mfcc_2_mean","Michael and Prince","Pre vs Mid Post",28,34,775,0.0000241851974438481,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000730790270910177,"secondary_exploratory"
"mfcc_2_mean","Michael and Prince","Pre vs Late Post",28,8,134,0.413302434560557,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_mean","Paul and John","Pre vs Early Post",33,20,220,0.044509687216435,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.586979432150283,"secondary_exploratory"
"mfcc_2_mean","Paul and John","Pre vs Late Post",33,13,195,0.642993081329473,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_mean","Snoop and Dre","Pre vs Early Post",3,30,65,0.222034013487182,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_mean","Snoop and Dre","Pre vs Mid Post",3,16,45,0.0219073930103313,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.320857436506821,"secondary_exploratory"
"mfcc_2_mean","Snoop and Dre","Pre vs Late Post",3,85,219,0.036393185237372,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.499795325197097,"secondary_exploratory"
"mfcc_2_mean","Tina and Aretha","Pre vs Early Post",29,5,116,0.0365336653490327,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.499795325197097,"secondary_exploratory"
"mfcc_2_mean","Tina and Aretha","Pre vs Late Post",29,375,9861,0.000000000000286241674800313,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000000312585154698391,"secondary_exploratory"
"mfcc_2_std","Barry and Stevie","Pre vs Mid Post",14,5,39,0.745909995805377,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Barry and Stevie","Pre vs Late Post",14,29,220,0.66888478325997,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Cher and Adele","Pre vs Early Post",49,170,1762,0.000000000785618712419596,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000537379094190822,"secondary_exploratory"
"mfcc_2_std","Cher and Adele","Pre vs Mid Post",49,73,400,0.000000000000420379426431975,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000000436114516616712,"secondary_exploratory"
"mfcc_2_std","Cher and Adele","Pre vs Late Post",49,304,5326,0.00137261778929522,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0293996448320294,"secondary_exploratory"
"mfcc_2_std","Elvis","Pre vs Early Post",25,65,673,0.210513439689285,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Elvis","Pre vs Late Post",25,40,441,0.43022081977432,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Michael and Prince","Pre vs Early Post",28,31,232,0.0022233463973593,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.04421535675828,"secondary_exploratory"
"mfcc_2_std","Michael and Prince","Pre vs Mid Post",28,34,396,0.260790494025535,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Michael and Prince","Pre vs Late Post",28,8,143,0.245823062262626,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Paul and John","Pre vs Early Post",33,20,314,0.77609187522854,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Paul and John","Pre vs Late Post",33,13,195,0.642993081329473,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Snoop and Dre","Pre vs Early Post",3,30,55,0.551901575888967,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Snoop and Dre","Pre vs Mid Post",3,16,24,1,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Snoop and Dre","Pre vs Late Post",3,85,115,0.782597998299145,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Tina and Aretha","Pre vs Early Post",29,5,74,0.961216987727579,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_2_std","Tina and Aretha","Pre vs Late Post",29,375,8586,0.000000203438183663946,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00000959331883525777,"secondary_exploratory"
"mfcc_6_mean","Barry and Stevie","Pre vs Mid Post",14,5,5,0.00631100436884342,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.109950013114331,"secondary_exploratory"
"mfcc_6_mean","Barry and Stevie","Pre vs Late Post",14,29,77,0.00114212387693787,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0252100926979547,"secondary_exploratory"
"mfcc_6_mean","Cher and Adele","Pre vs Early Post",49,170,2507,0.0000222119347790353,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000677745374367555,"secondary_exploratory"
"mfcc_6_mean","Cher and Adele","Pre vs Mid Post",49,73,1272,0.00704285837393448,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.120106477679107,"secondary_exploratory"
"mfcc_6_mean","Cher and Adele","Pre vs Late Post",49,304,800,1.14867553706627e-23,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",8.93753437547501e-21,"secondary_exploratory"
"mfcc_6_mean","Elvis","Pre vs Early Post",25,65,543,0.0153829740809632,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.234113975778341,"secondary_exploratory"
"mfcc_6_mean","Elvis","Pre vs Late Post",25,40,41,0.000000000631292085403345,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000441520301821886,"secondary_exploratory"
"mfcc_6_mean","Michael and Prince","Pre vs Early Post",28,31,101,0.000000448433646314896,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000188602226426991,"secondary_exploratory"
"mfcc_6_mean","Michael and Prince","Pre vs Mid Post",28,34,109,0.00000021702594665667,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000010100706956837,"secondary_exploratory"
"mfcc_6_mean","Michael and Prince","Pre vs Late Post",28,8,130,0.505480131192879,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_6_mean","Paul and John","Pre vs Early Post",33,20,41,0.000000119799946972108,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00000591829243494641,"secondary_exploratory"
"mfcc_6_mean","Paul and John","Pre vs Late Post",33,13,38,0.0000175766707904044,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000561063927088604,"secondary_exploratory"
"mfcc_6_mean","Snoop and Dre","Pre vs Early Post",3,30,72,0.0970162139237115,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_6_mean","Snoop and Dre","Pre vs Mid Post",3,16,17,0.467396216788382,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_6_mean","Snoop and Dre","Pre vs Late Post",3,85,110,0.695865311987472,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_6_mean","Tina and Aretha","Pre vs Early Post",29,5,45,0.189211842696677,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_6_mean","Tina and Aretha","Pre vs Late Post",29,375,871,0.0000000000000481811081510967,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00000000000599814720802659,"secondary_exploratory"
"mfcc_7_mean","Barry and Stevie","Pre vs Mid Post",14,5,0,0.00140277556780204,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0293996448320294,"secondary_exploratory"
"mfcc_7_mean","Barry and Stevie","Pre vs Late Post",14,29,5,0.000000306852363766857,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000136430596350319,"secondary_exploratory"
"mfcc_7_mean","Cher and Adele","Pre vs Early Post",49,170,3983,0.642329630453766,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"mfcc_7_mean","Cher and Adele","Pre vs Mid Post",49,73,939,0.00000925418388296674,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000309695946170414,"secondary_exploratory"
"mfcc_7_mean","Cher and Adele","Pre vs Late Post",49,304,911,6.17343465497424e-23,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",3.84270632833353e-20,"secondary_exploratory"
"mfcc_7_mean","Elvis","Pre vs Early Post",25,65,265,0.000000832693875650946,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000330138412124789,"secondary_exploratory"
"mfcc_7_mean","Elvis","Pre vs Late Post",25,40,30,0.000000000243993388507547,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000176599694194323,"secondary_exploratory"
"mfcc_7_mean","Michael and Prince","Pre vs Early Post",28,31,292,0.0317226761250734,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.441746008652546,"secondary_exploratory"
